SI.NO.,Prediction ,Scored.Probability ,Class
9507,0,0.99995029,0
9508,0,0.978528857,0
9509,0,0.998608291,0
9510,0,0.966428697,0
9511,0,0.99859792,0
9512,0,0.999670148,0
9513,0,1,0
9514,0,0.993260562,0
9515,0,0.992159784,0
9516,0,0.998960614,0
9517,0,0.756528437,0
9518,0,0.996902287,0
9519,0,0.953811586,0
9520,0,0.999356687,0
9521,0,0.999459684,0
9522,0,0.999651909,0
9523,0,0.998743117,0
9524,0,0.986548364,0
9525,0,0.999956846,0
9526,0,0.973739922,0
9527,0,0.99988544,0
9528,0,0.999078751,0
9529,0,0.995359242,0
9530,0,0.877578676,0
9531,0,0.988982618,0
9532,0,0.985078454,0
9533,0,0.999998808,0
9534,0,0.999965906,0
9535,0,0.984133482,0
9536,0,0.999591172,0
9537,0,0.961279213,0
9538,0,0.994355679,0
9539,0,0.731821358,0
9540,0,0.99948138,0
9541,0,0.990166783,0
9542,0,0.985441804,0
9543,0,0.918879807,0
9544,0,0.996897817,0
9545,0,0.999174893,0
9546,0,0.999993682,0
9547,0,0.999255478,0
9548,0,0.999976993,0
9549,0,0.995773613,0
9550,0,0.997425854,0
9551,0,0.999309897,0
9552,0,1,0
9553,0,0.980862856,0
9554,0,0.87829566,0
9555,0,1,0
9556,0,0.977511168,0
9557,0,0.990993559,0
9558,0,0.999999881,0
9559,0,0.999784172,0
9560,0,0.973811865,0
9561,0,0.999997854,0
9562,0,0.996785045,0
9563,0,0.99893707,0
9564,0,0.99998498,0
9565,0,1,0
9566,0,0.999911785,0
9567,0,0.998400271,0
9568,0,0.999999285,0
9569,0,0.999643207,0
9570,0,0.969447732,0
9571,0,0.997808397,0
9572,0,0.999817908,0
9573,0,0.989008188,0
9574,0,0.996424377,0
9575,0,0.999989986,0
9576,0,0.999996781,0
9577,0,0.999999881,0
9578,0,0.999909401,0
9579,0,0.984110117,0
9580,0,0.999203622,0
9581,0,0.933614135,0
9582,0,0.998620629,0
9583,0,0.998580694,0
9584,0,0.969793022,0
9585,0,0.99999845,0
9586,0,0.999339521,0
9587,0,0.998915195,0
9588,0,0.982421458,0
9589,0,1,0
9590,0,0.984091878,0
9591,0,0.999795258,0
9592,0,0.997153044,0
9593,0,0.999982238,0
9594,0,0.999115169,0
9595,0,0.99939394,0
9596,0,0.998392403,0
9597,0,0.998701453,0
9598,0,0.957081079,0
9599,0,0.995205045,0
9600,0,0.924480677,0
9601,0,0.999999881,0
9602,0,0.965133011,0
9603,0,0.999932528,0
9604,0,1,0
9605,0,0.993633389,0
9606,0,0.993763745,0
9607,0,0.99921453,0
9608,0,0.993023634,0
9609,0,0.999668956,0
9610,0,0.999890566,0
9611,0,0.992695451,0
9612,0,0.993558943,0
9613,0,0.976278305,0
9614,0,0.993703544,0
9615,0,0.999437749,0
9616,0,0.999694467,0
9617,0,0.996766329,0
9618,0,0.997976124,0
9619,0,0.986167848,0
9620,0,0.997935772,0
9621,0,0.999386191,0
9622,0,0.99995172,0
9623,0,0.986794055,0
9624,0,0.999753535,0
9625,0,0.998849392,0
9626,0,1,0
9627,0,0.997891247,0
9628,0,0.977240264,0
9629,0,0.999225259,0
9630,0,0.999581993,0
9631,0,0.96719867,0
9632,0,0.994010866,0
9633,0,0.999868512,0
9634,0,0.994844556,0
9635,0,0.997251093,0
9636,1,0.133087873,0
9637,0,0.999992967,0
9638,0,0.99998343,0
9639,0,0.981006145,0
9640,0,0.981297374,0
9641,0,0.996427357,0
9642,0,0.998891652,0
9643,0,0.993107796,0
9644,0,0.999979138,0
9645,0,0.999438465,0
9646,0,1,0
9647,0,0.988148272,0
9648,0,0.997719705,0
9649,0,0.998381019,0
9650,0,0.999933839,0
9651,0,0.999789774,0
9652,0,0.967863441,0
9653,0,0.99841702,0
9654,0,0.967926979,0
9655,0,0.999308467,0
9656,0,0.999082565,0
9657,0,0.996694922,0
9658,0,0.997320712,0
9659,0,0.999392867,0
9660,0,0.999979496,0
9661,0,1,0
9662,0,0.972100496,0
9663,0,1,0
9664,0,0.997186482,0
9665,0,0.936237991,0
9666,0,0.999999404,0
9667,0,0.999531865,0
9668,0,1,0
9669,0,0.960647583,0
9670,0,0.999103725,0
9671,0,0.996108711,0
9672,0,1,0
9673,0,1,0
9674,0,0.998907804,0
9675,0,0.99987483,0
9676,0,0.962734163,0
9677,0,0.99965477,0
9678,0,0.999223232,0
9679,0,0.933443367,0
9680,0,0.999126375,0
9681,0,0.999486208,0
9682,0,0.997428238,0
9683,0,0.999173462,0
9684,0,0.999990344,0
9685,0,0.998443305,0
9686,0,0.999752343,0
9687,0,0.99168396,0
9688,0,0.999854565,0
9689,0,0.989979386,0
9690,0,0.989356697,0
9691,0,0.999789536,0
9692,0,0.986893773,0
9693,0,0.992569268,0
9694,0,0.957752883,0
9695,0,1,0
9696,0,0.998945653,0
9697,0,0.999655366,0
9698,0,0.963418245,0
9699,0,0.984478772,0
9700,0,0.999956131,0
9701,0,0.998304009,0
9702,0,0.994322658,0
9703,0,0.993750274,0
9704,0,0.996208072,0
9705,0,1,0
9706,0,0.999189794,0
9707,0,0.99997592,0
9708,0,0.997859895,0
9709,0,0.974438667,0
9710,0,0.997635365,0
9711,0,0.999856234,0
9712,0,0.998861074,0
9713,0,0.987093151,0
9714,0,0.998738229,0
9715,0,0.999874234,0
9716,0,0.998632729,0
9717,0,0.999933243,0
9718,0,0.997743487,0
9719,0,0.99689579,0
9720,0,0.998820245,0
9721,0,0.999858022,0
9722,0,0.994561613,0
9723,0,0.729614615,0
9724,0,1,0
9725,0,0.989960551,0
9726,0,0.997486234,0
9727,0,0.974357128,0
9728,0,0.994672596,0
9729,0,0.847117722,0
9730,0,0.998878062,0
9731,0,0.994964123,0
9732,0,1,0
9733,0,0.999616146,0
9734,0,0.99948895,0
9735,0,0.992949009,0
9736,0,0.999999523,0
9737,0,0.99839133,0
9738,0,0.990728974,0
9739,0,0.999894977,0
9740,0,0.999964833,0
9741,0,0.996911883,0
9742,0,0.964876354,0
9743,0,0.881212771,0
9744,0,0.999150276,0
9745,0,0.999645352,0
9746,0,0.778428435,0
9747,0,0.999977231,0
9748,0,0.990585864,0
9749,0,0.999782741,0
9750,0,0.984689474,0
9751,0,0.999718487,0
9752,0,0.999032617,0
9753,0,0.989401758,0
9754,0,1,0
9755,0,0.958961546,0
9756,0,0.992353022,0
9757,0,0.993753254,0
9758,0,0.958893359,0
9759,0,0.999999881,0
9760,0,0.870462418,0
9761,0,0.994713962,0
9762,0,0.990958571,0
9763,0,0.97345686,0
9764,0,0.983241796,0
9765,0,0.999999404,0
9766,0,0.999934196,0
9767,0,0.999334514,0
9768,0,0.995893836,0
9769,0,0.996493995,0
9770,0,0.982462525,0
9771,0,0.660180092,0
9772,0,0.997666001,0
9773,0,1,0
9774,0,0.97825408,0
9775,0,0.997412384,0
9776,0,0.995632052,0
9777,0,0.951601267,0
9778,0,0.987699747,0
9779,0,0.999671459,0
9780,0,0.988635421,0
9781,0,0.956413031,0
9782,0,0.99898392,0
9783,0,0.990772963,0
9784,0,0.996640921,0
9785,0,0.9909603,0
9786,0,0.995597661,0
9787,0,0.962934554,0
9788,0,0.999692917,0
9789,0,0.987920284,0
9790,0,0.819142342,0
9791,0,0.992588401,0
9792,0,0.689151287,0
9793,0,0.982719898,0
9794,0,0.995999098,0
9795,0,0.999680758,0
9796,0,0.735886693,0
9797,0,0.787583768,0
9798,0,0.99932313,0
9799,0,0.998390794,0
9800,0,0.984587669,0
9801,0,0.992827475,0
9802,0,0.999647379,0
9803,0,0.999332845,0
9804,0,0.999895334,0
9805,0,0.991101623,0
9806,0,0.999112785,0
9807,0,0.99220109,0
9808,0,0.809048831,0
9809,0,0.998563588,0
9810,0,0.994986773,0
9811,0,1,0
9812,0,0.999999523,0
9813,0,0.971035957,0
9814,0,0.991639078,0
9815,0,0.992922902,0
9816,0,0.999975204,0
9817,0,0.961847961,0
9818,0,0.999996185,0
9819,0,0.999981642,0
9820,0,1,0
9821,0,0.996512473,0
9822,0,0.995205283,0
9823,0,0.999110281,0
9824,0,0.948937118,0
9825,0,0.992966294,0
9826,0,0.999805033,0
9827,0,0.995016277,0
9828,0,0.861270368,0
9829,0,0.515889049,0
9830,0,0.998234391,0
9831,0,0.60892272,0
9832,0,0.789230645,0
9833,0,0.98957485,0
9834,0,0.999987483,0
9835,0,0.999208748,0
9836,0,0.998822749,0
9837,0,0.940664291,0
9838,0,0.999925852,0
9839,0,0.644423902,0
9840,1,0.373726726,0
9841,0,0.949695826,0
9842,0,0.999943018,0
9843,1,0.122712396,0
9844,0,0.997779548,0
9845,0,0.999608338,0
9846,0,0.718549371,0
9847,0,1,0
9848,0,0.999419808,0
9849,0,0.983340025,0
9850,0,0.995503128,0
9851,0,0.991370797,0
9852,0,0.999780238,0
9853,0,0.998804212,0
9854,0,0.990026355,0
9855,0,0.994800091,0
9856,0,0.99995935,0
9857,0,0.999445856,0
9858,0,0.809238613,0
9859,0,0.99998939,0
9860,0,0.960390627,0
9861,0,0.99891293,0
9862,0,0.996073484,0
9863,1,0.301846594,0
9864,0,0.999999046,0
9865,0,0.999995708,0
9866,0,0.99932909,0
9867,0,0.993458927,0
9868,0,0.999999762,0
9869,0,0.963006139,0
9870,0,0.999278963,0
9871,0,0.999589622,0
9872,0,0.982322872,0
9873,0,0.999810278,0
9874,0,0.927152336,0
9875,0,0.989995241,0
9876,0,0.991623819,0
9877,0,0.983186603,0
9878,0,0.946126461,0
9879,0,0.99987042,0
9880,0,0.999952435,0
9881,0,0.998494387,0
9882,0,0.942055881,0
9883,0,0.999897003,0
9884,0,0.8481251,0
9885,0,0.999999762,0
9886,0,0.999131024,0
9887,0,0.999383569,0
9888,0,0.981230676,0
9889,0,0.99355948,0
9890,0,0.946035862,0
9891,0,0.99895668,0
9892,0,0.99842,0
9893,0,0.999977112,0
9894,0,0.999901533,0
9895,0,0.999650478,0
9896,0,0.999024868,0
9897,1,0.486803055,0
9898,0,0.755418062,0
9899,0,0.944009781,0
9900,0,0.975745976,0
9901,0,0.999874592,0
9902,0,0.961401105,0
9903,0,0.999587119,0
9904,0,0.997858942,0
9905,0,0.990397215,0
9906,0,0.99990654,0
9907,0,0.99835664,0
9908,0,0.947279274,0
9909,0,0.935833871,0
9910,0,0.650264263,0
9911,0,0.997338951,0
9912,0,0.989322364,0
9913,0,0.983934581,0
9914,0,0.986901224,0
9915,0,0.999330521,0
9916,0,0.988515317,0
9917,0,0.999163985,0
9918,0,0.99230665,0
9919,0,0.997528851,0
9920,0,0.996332228,0
9921,0,0.97093451,0
9922,0,0.999767959,0
9923,0,0.998781979,0
9924,0,0.999556601,0
9925,0,0.999019146,0
9926,0,0.992260039,0
9927,0,0.999781787,0
9928,0,0.993539989,0
9929,0,0.998857975,0
9930,0,0.995312691,0
9931,0,0.629983366,0
9932,0,0.995782971,0
9933,0,0.982390642,0
9934,0,0.986788273,0
9935,0,0.99975425,0
9936,0,0.992261767,0
9937,0,0.999999404,0
9938,0,0.998832047,0
9939,0,0.510627091,0
9940,0,0.999997258,0
9941,0,0.959066987,0
9942,0,0.997239232,0
9943,0,0.996288538,0
9944,0,0.988910317,0
9945,0,0.755814493,0
9946,0,0.999269664,0
9947,0,1,0
9948,0,1,0
9949,0,0.999825776,0
9950,0,0.998732388,0
9951,0,0.999991059,0
9952,0,0.997177839,0
9953,0,0.99991715,0
9954,1,0.356454998,0
9955,0,0.999999046,0
9956,0,0.999983668,0
9957,0,0.995915949,0
9958,0,0.94215095,0
9959,0,0.997347832,0
9960,0,0.989283204,0
9961,0,0.982271791,0
9962,0,0.943065286,0
9963,0,0.995947063,0
9964,0,0.999972463,0
9965,0,0.853683591,0
9966,0,0.972395718,0
9967,0,0.992374122,0
9968,0,0.999443233,0
9969,0,0.996486187,0
9970,0,0.997387588,0
9971,0,0.796370029,0
9972,0,0.997950375,0
9973,0,0.999052584,0
9974,0,0.999621511,0
9975,0,0.996998549,0
9976,0,0.999908924,0
9977,0,0.923755407,0
9978,0,0.999883294,0
9979,0,0.995547652,0
9980,0,0.998795152,0
9981,0,0.99918896,0
9982,0,0.965704679,0
9983,0,0.997577727,0
9984,0,0.999805033,0
9985,0,0.999979734,0
9986,0,0.99563235,0
9987,0,0.998399198,0
9988,0,0.999257863,0
9989,0,0.973109066,0
9990,0,0.992290437,0
9991,0,0.999796808,0
9992,0,0.99944073,0
9993,0,0.984261751,0
9994,0,0.999999642,0
9995,0,0.879263461,0
9996,0,0.998646557,0
9997,0,0.999919415,0
9998,0,0.990696311,0
9999,0,0.865536809,0
10000,0,0.986282885,0
10001,0,0.999484301,0
10002,0,0.994792044,0
10003,0,0.999137998,0
10004,0,0.977676272,0
10005,0,1,0
10006,0,0.973177373,0
10007,0,0.996798456,0
10008,0,0.985282898,0
10009,0,0.998545766,0
10010,0,0.998137593,0
10011,0,0.983759165,0
10012,0,0.999675989,0
10013,0,0.948449731,0
10014,0,0.999894738,0
10015,0,0.977560937,0
10016,0,0.999392986,0
10017,0,0.99994874,0
10018,0,0.999968052,0
10019,0,1,0
10020,0,0.996377409,0
10021,0,0.979573607,0
10022,0,0.696916103,0
10023,0,0.997878313,0
10024,0,0.991683125,0
10025,0,1,0
10026,0,0.997432411,0
10027,0,0.963696301,0
10028,0,0.99999845,0
10029,0,0.992802441,0
10030,0,0.999998093,0
10031,0,0.999108016,0
10032,0,0.999735534,0
10033,0,0.99180311,0
10034,0,0.995771229,0
10035,0,0.998025179,0
10036,0,0.999874711,0
10037,0,1,0
10038,0,0.997844219,0
10039,0,0.794535995,0
10040,0,0.99447906,0
10041,0,0.942603111,0
10042,0,0.995944083,0
10043,0,0.983210444,0
10044,0,0.915682733,0
10045,0,0.978294909,0
10046,0,0.924459457,0
10047,0,0.953151882,0
10048,0,0.982662201,0
10049,0,0.999788821,0
10050,0,0.978782535,0
10051,0,0.9968521,0
10052,0,0.762699664,0
10053,0,0.563446939,0
10054,0,0.996762991,0
10055,0,0.996706665,0
10056,0,0.996983349,0
10057,0,0.970675528,0
10058,0,0.993941784,0
10059,0,0.958370149,0
10060,0,0.99090308,0
10061,0,0.926280797,0
10062,0,0.840362847,0
10063,0,0.997485518,0
10064,0,0.99995327,0
10065,0,0.999785841,0
10066,0,1,0
10067,0,0.999803603,0
10068,0,0.764169633,0
10069,0,0.999988317,0
10070,0,0.992951572,0
10071,0,0.987878978,0
10072,0,0.999633312,0
10073,0,0.989318907,0
10074,0,0.973146439,0
10075,0,0.989298224,0
10076,0,0.994883716,0
10077,0,0.82364732,0
10078,0,0.968122244,0
10079,0,0.999811709,0
10080,0,0.99986124,0
10081,0,0.971099973,0
10082,0,0.995204926,0
10083,0,0.987969279,0
10084,0,0.999809325,0
10085,0,0.825379848,0
10086,0,1,0
10087,0,0.998834789,0
10088,0,0.987701714,0
10089,0,0.999999642,0
10090,0,0.978850842,0
10091,0,0.997596562,0
10092,0,0.999845982,0
10093,0,0.826049447,0
10094,0,0.943954051,0
10095,0,0.991915882,0
10096,0,0.99336338,0
10097,0,0.548182011,0
10098,0,0.955568492,0
10099,0,0.9889732,0
10100,0,0.757048786,0
10101,0,0.99573189,0
10102,0,0.993094802,0
10103,0,0.999533057,0
10104,0,0.836843014,0
10105,0,0.999530911,0
10106,0,0.896897614,0
10107,0,0.998854041,0
10108,0,0.999153972,0
10109,0,0.999952078,0
10110,0,0.739760816,0
10111,0,0.992366493,0
10112,0,0.999935627,0
10113,0,1,0
10114,0,0.993559599,0
10115,0,0.998268247,0
10116,0,0.999858737,0
10117,0,0.997342885,0
10118,0,0.995901883,0
10119,0,0.91549468,0
10120,0,0.705015838,0
10121,0,0.99616611,0
10122,0,0.999485612,0
10123,0,0.998080373,0
10124,0,0.99240762,0
10125,0,0.999986291,0
10126,0,0.999903798,0
10127,0,0.999154329,0
10128,0,0.999999523,0
10129,0,0.964696586,0
10130,0,0.999999881,0
10131,0,0.999979138,0
10132,0,0.997182727,0
10133,0,0.981364429,0
10134,0,0.99966681,0
10135,0,0.999583542,0
10136,0,0.99975282,0
10137,0,0.998930991,0
10138,0,0.98604697,0
10139,0,0.999949336,0
10140,0,0.895629764,0
10141,0,0.980120003,0
10142,0,0.999866605,0
10143,0,0.993571997,0
10144,0,0.999794781,0
10145,0,0.969876349,0
10146,0,0.980439365,0
10147,0,0.99779439,0
10148,0,0.986909091,0
10149,0,0.996047318,0
10150,0,0.99276638,0
10151,0,0.997443557,0
10152,0,0.998111844,0
10153,0,0.996847212,0
10154,0,0.802069068,0
10155,0,0.920212448,0
10156,0,0.992160141,0
10157,0,0.996463239,0
10158,0,0.880249619,0
10159,0,0.993443608,0
10160,1,0.071299158,0
10161,0,0.998542428,0
10162,0,0.994618237,0
10163,0,0.982859313,0
10164,0,0.997959375,0
10165,0,0.999868512,0
10166,0,0.985625565,0
10167,0,0.997292578,0
10168,0,0.995468497,0
10169,0,0.949361324,0
10170,0,0.999028206,0
10171,0,0.999997973,0
10172,0,0.999912858,0
10173,0,0.997019172,0
10174,0,0.994667053,0
10175,0,0.998390913,0
10176,0,0.999760926,0
10177,0,0.984610617,0
10178,0,0.946481824,0
10179,0,0.970599473,0
10180,0,0.96260345,0
10181,0,0.997845292,0
10182,0,0.999810398,0
10183,0,0.998802662,0
10184,0,0.695255399,0
10185,0,0.999561608,0
10186,1,0.437064052,0
10187,0,0.927787244,0
10188,0,0.976264,0
10189,0,0.76335907,0
10190,0,0.962669432,0
10191,0,0.654186785,0
10192,0,0.999906182,0
10193,0,0.632622659,0
10194,0,0.999982357,0
10195,1,0.472725749,0
10196,0,0.999880791,0
10197,0,0.999817073,0
10198,0,0.98259145,0
10199,0,0.999487519,0
10200,0,0.98018378,0
10201,0,0.95298481,0
10202,0,0.982026875,0
10203,0,0.998125494,0
10204,0,0.99938786,0
10205,0,0.999972463,0
10206,0,0.921806395,0
10207,0,0.999502301,0
10208,0,0.989707112,0
10209,0,0.788582504,0
10210,0,0.994487941,0
10211,0,0.999998927,0
10212,0,0.999129355,0
10213,0,0.99980098,0
10214,0,0.999980569,0
10215,0,0.998468339,0
10216,0,0.996113896,0
10217,0,0.999919534,0
10218,0,0.993069708,0
10219,0,1,0
10220,0,0.99370569,0
10221,0,0.99999702,0
10222,0,0.833875299,0
10223,0,0.996162176,0
10224,0,0.9990834,0
10225,0,0.984643102,0
10226,0,0.99020505,0
10227,0,0.997442722,0
10228,0,0.999308586,0
10229,0,1,0
10230,0,0.983516514,0
10231,0,0.999354422,0
10232,0,0.998609126,0
10233,0,0.999859095,0
10234,0,0.999995828,0
10235,0,0.965477049,0
10236,0,0.995325685,0
10237,0,0.994907916,0
10238,0,0.951888323,0
10239,0,0.99768281,0
10240,0,0.984847248,0
10241,0,0.999876618,0
10242,0,0.999999523,0
10243,0,1,0
10244,0,0.990372777,0
10245,1,0.339308351,0
10246,0,0.998726189,0
10247,0,0.991332054,0
10248,0,1,0
10249,0,0.999978185,0
10250,0,0.975740612,0
10251,0,0.999191701,0
10252,0,0.999292135,0
10253,0,1,0
10254,0,0.995522857,0
10255,0,0.998864651,0
10256,0,0.996850789,0
10257,0,0.988778174,0
10258,0,0.981148422,0
10259,0,0.997828305,0
10260,0,0.995425642,0
10261,0,0.9994573,0
10262,0,0.999752462,0
10263,0,0.999371827,0
10264,0,0.999863029,0
10265,0,0.999836087,0
10266,0,0.704276741,0
10267,0,0.9903543,0
10268,0,0.997022569,0
10269,0,0.990722537,0
10270,0,0.999999523,0
10271,0,0.998863101,0
10272,0,0.994758546,0
10273,0,0.999999881,0
10274,0,0.864696741,0
10275,0,0.999999285,0
10276,0,0.929412007,0
10277,0,1,0
10278,0,0.999875069,0
10279,0,1,0
10280,0,0.995896339,0
10281,0,0.993825436,0
10282,0,0.995742381,0
10283,0,0.999996781,0
10284,0,0.999999642,0
10285,0,1,0
10286,0,0.998660445,0
10287,0,0.98926419,0
10288,0,0.997042477,0
10289,0,0.846072495,0
10290,0,1,0
10291,0,0.995879531,0
10292,0,0.990815163,0
10293,0,0.994279623,0
10294,0,0.998182833,0
10295,0,0.952189088,0
10296,0,0.744938433,0
10297,0,0.982900679,0
10298,0,0.999156356,0
10299,0,0.992645144,0
10300,0,0.999689102,0
10301,0,0.999840379,0
10302,0,0.999769151,0
10303,0,0.996220291,0
10304,0,0.998260438,0
10305,0,0.988917232,0
10306,0,0.999629498,0
10307,0,0.999629736,0
10308,0,0.999794543,0
10309,0,0.999960303,0
10310,0,0.999574006,0
10311,0,0.985586643,0
10312,0,0.971904397,0
10313,0,0.998400509,0
10314,0,0.994272768,0
10315,0,0.999040544,0
10316,0,0.998259723,0
10317,0,0.999773443,0
10318,0,0.99350512,0
10319,0,0.999224663,0
10320,0,0.950461507,0
10321,0,0.993472695,0
10322,0,0.96736455,0
10323,0,0.999998569,0
10324,0,0.880739629,0
10325,0,0.999992013,0
10326,0,0.998325646,0
10327,0,0.849933565,0
10328,0,0.99072814,0
10329,0,0.986976683,0
10330,0,0.999853015,0
10331,0,0.997238398,0
10332,0,1,0
10333,0,0.999999285,0
10334,0,0.999868393,0
10335,0,0.999933004,0
10336,0,0.949276447,0
10337,0,0.999965549,0
10338,0,0.877397776,0
10339,0,0.995383084,0
10340,0,0.997197747,0
10341,0,0.99813062,0
10342,0,0.999995112,0
10343,0,0.994587541,0
10344,0,0.999864221,0
10345,0,0.992357671,0
10346,0,1,0
10347,0,0.998846769,0
10348,0,0.998972535,0
10349,0,0.996573806,0
10350,0,0.975241363,0
10351,0,0.999997616,0
10352,0,0.999999642,0
10353,0,0.982552171,0
10354,0,0.988708556,0
10355,0,0.990982473,0
10356,0,0.999983311,0
10357,0,0.999933839,0
10358,0,0.993977189,0
10359,0,0.998730004,0
10360,0,0.962351561,0
10361,0,0.997738123,0
10362,0,0.992897153,0
10363,0,0.999710262,0
10364,0,0.997811913,0
10365,1,0.310753614,0
10366,0,0.997870326,0
10367,0,0.999990225,0
10368,0,0.998928249,0
10369,0,0.996556759,0
10370,0,1,0
10371,0,0.999252379,0
10372,0,1,0
10373,0,0.992546976,0
10374,0,0.98415792,0
10375,0,0.999999881,0
10376,0,0.977445006,0
10377,0,0.993798435,0
10378,0,0.99909842,0
10379,0,0.980556369,0
10380,0,0.978263199,0
10381,0,0.998933375,0
10382,0,0.973993659,0
10383,0,1,0
10384,0,0.999817073,0
10385,0,0.563228726,0
10386,0,0.999777496,0
10387,0,0.999334514,0
10388,0,0.994451702,0
10389,0,0.987009764,0
10390,0,0.99500519,0
10391,0,0.997688174,0
10392,0,0.999973655,0
10393,0,0.999890804,0
10394,0,0.952475071,0
10395,0,0.998175025,0
10396,0,0.998992741,0
10397,0,0.999436677,0
10398,0,0.999758542,0
10399,0,0.999875307,0
10400,0,0.996387243,0
10401,0,1,0
10402,0,0.999223471,0
10403,0,0.993170977,0
10404,0,0.998752713,0
10405,0,0.993421972,0
10406,0,0.999489427,0
10407,0,0.999797285,0
10408,0,0.999772012,0
10409,0,0.664602578,0
10410,0,0.998945534,0
10411,0,0.999957442,0
10412,0,0.998920918,0
10413,0,0.997458279,0
10414,0,0.993534327,0
10415,0,0.998504758,0
10416,0,0.999636769,0
10417,0,0.964943528,0
10418,0,0.999584973,0
10419,0,0.999073863,0
10420,0,0.999759614,0
10421,0,0.999999762,0
10422,0,0.991857827,0
10423,0,0.666888416,0
10424,0,0.988630176,0
10425,0,0.996768475,0
10426,0,0.987068176,0
10427,0,1,0
10428,0,1,0
10429,0,0.99437052,0
10430,0,0.86525017,0
10431,0,0.995769143,0
10432,0,0.994832039,0
10433,0,0.992743611,0
10434,0,0.959192753,0
10435,0,1,0
10436,0,0.983374596,0
10437,0,0.994884312,0
10438,0,0.991756558,0
10439,0,0.9993155,0
10440,0,0.938655019,0
10441,0,0.999909878,0
10442,0,0.995363712,0
10443,0,0.988783062,0
10444,0,0.999152899,0
10445,0,0.999687672,0
10446,0,1,0
10447,0,0.994264662,0
10448,0,0.99886167,0
10449,0,0.958877861,0
10450,0,0.991801322,0
10451,0,0.683814049,0
10452,0,0.999980807,0
10453,0,0.990614295,0
10454,0,0.999460042,0
10455,0,0.976475477,0
10456,0,0.993668616,0
10457,0,1,0
10458,0,0.999472201,0
10459,0,0.999977946,0
10460,0,1,0
10461,0,0.997117162,0
10462,0,0.994695008,0
10463,0,0.999999285,0
10464,0,0.999999881,0
10465,0,0.991617262,0
10466,0,0.998720944,0
10467,0,0.988516688,0
10468,0,0.999008596,0
10469,0,0.999589503,0
10470,0,0.725536883,0
10471,0,0.999992132,0
10472,0,0.821887732,0
10473,0,0.999889493,0
10474,0,0.999313712,0
10475,0,0.997528255,0
10476,0,0.999741495,0
10477,0,0.999018192,0
10478,0,0.999779761,0
10479,0,0.994441688,0
10480,0,0.999940991,0
10481,0,0.999542713,0
10482,0,0.998493314,0
10483,0,0.999515891,0
10484,0,0.999975443,0
10485,0,1,0
10486,0,0.999304652,0
10487,0,0.996317029,0
10488,0,0.970968127,0
10489,0,0.999999881,0
10490,0,0.999323487,0
10491,0,0.999989033,0
10492,0,0.998820841,0
10493,0,0.999991536,0
10494,0,0.996408045,0
10495,0,0.998646915,0
10496,0,0.999916315,0
10497,1,0.234678179,0
10498,0,1,0
10499,0,0.998928726,0
10500,0,0.999609172,0
10501,0,0.999998927,0
10502,0,0.995034695,0
10503,0,0.994707227,0
10504,0,0.997762203,0
10505,0,0.988152325,0
10506,0,0.99800688,0
10507,0,0.534253955,0
10508,0,0.999458015,0
10509,0,0.884325206,0
10510,0,0.999998569,0
10511,0,0.980669856,0
10512,0,0.994443476,0
10513,0,0.995307386,0
10514,0,0.997715235,0
10515,0,1,0
10516,0,0.999745667,0
10517,0,0.997967541,0
10518,0,0.996421576,0
10519,0,0.999984026,0
10520,0,1,0
10521,0,0.985596716,0
10522,0,1,0
10523,0,1,0
10524,0,0.999309301,0
10525,0,0.998899937,0
10526,0,0.9999367,0
10527,0,0.999993086,0
10528,0,0.998201847,0
10529,0,0.999947667,0
10530,0,0.985643506,0
10531,0,0.999894738,0
10532,0,0.999427855,0
10533,0,0.999990344,0
10534,0,0.998086452,0
10535,0,0.992268384,0
10536,0,0.997183263,0
10537,0,0.999016285,0
10538,0,0.997380435,0
10539,0,0.999433935,0
10540,0,0.995337605,0
10541,0,0.998586297,0
10542,0,0.999073386,0
10543,0,0.999315739,0
10544,0,0.956552863,0
10545,0,0.999867678,0
10546,0,0.87355417,0
10547,0,0.999236345,0
10548,0,0.998725593,0
10549,0,0.993265629,0
10550,0,0.996246278,0
10551,0,0.674371183,0
10552,0,0.999234915,0
10553,1,0.194227174,0
10554,0,0.99995327,0
10555,0,0.991413236,0
10556,0,0.999999762,0
10557,0,0.998508871,0
10558,0,0.999972701,0
10559,0,1,0
10560,0,0.999081254,0
10561,0,0.999826968,0
10562,0,0.997191727,0
10563,0,0.970957637,0
10564,0,0.999800622,0
10565,0,0.999072552,0
10566,0,0.999799311,0
10567,0,0.995061338,0
10568,0,0.998781621,0
10569,0,0.998020887,0
10570,0,0.999132097,0
10571,0,0.999443114,0
10572,0,1,0
10573,0,0.937765181,0
10574,0,0.957226217,0
10575,0,0.997771561,0
10576,0,0.997846246,0
10577,0,0.999833107,0
10578,0,0.999959826,0
10579,0,0.953996301,0
10580,0,0.999833822,0
10581,0,0.953210533,0
10582,0,0.997365177,0
10583,0,0.998939812,0
10584,0,0.997632027,0
10585,0,0.995895147,0
10586,0,0.999609411,0
10587,0,0.679975688,0
10588,0,0.983766437,0
10589,0,0.998044848,0
10590,0,0.993526578,0
10591,0,1,0
10592,0,0.999724329,0
10593,0,0.999987721,0
10594,0,0.998384953,0
10595,0,0.99202019,0
10596,0,0.98676157,0
10597,0,0.9977597,0
10598,0,0.994901419,0
10599,0,0.999819696,0
